Did Promotion Run?,In-Store Date End,In-Store Date Start,PPG,Plan Accounts,Promo type,Promotion Key,Promotion Name,Promotion Status,Promotion mechanism,Retailer,CustHierarchyNum,Manual Start Date,Manual End Date
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003334LIVE,"202414-202418 - 20240403 - 20240430 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR - 3334, 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerFredMeyer,41135845,2024-03-13,2024-04-09
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003334LIVE,"202414-202418 - 20240403 - 20240430 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR - 3334, 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerFrys,41135845,2024-03-13,2024-04-09
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003334LIVE,"202414-202418 - 20240403 - 20240430 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR - 3334, 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerKingSoopers,41135845,2024-03-13,2024-04-09
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003334LIVE,"202414-202418 - 20240403 - 20240430 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR - 3334, 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerRalphs,41135845,2024-03-13,2024-04-09
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003334LIVE,"202414-202418 - 20240403 - 20240430 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR - 3334, 24 BEN'S LG&W KP2w4-P3w3 - Easter 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerSmiths,41135845,2024-03-13,2024-04-09
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,Kroger,41135845,2024-03-24,2024-04-14
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerFredMeyer,41135845,2024-03-24,2024-04-14
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerFrys,41135845,2024-03-24,2024-04-14
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerKingSoopers,41135845,2024-03-24,2024-04-14
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerRalphs,41135845,2024-03-24,2024-04-14
YES,2025-02-15,2025-01-11,BEN DRY FLVR 6-6.2Z,KROGER (PG),Temp Price Reduction,2410200000003119LIVE,"202444-202452 - 20241030 - 20241224 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR - 3119, 24 BEN'S LG&W KP11w1-P12w4 2/$5 TPR",130 - Finished - Evaluated,2 for $5,KrogerSmiths,41135845,2024-03-24,2024-04-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000003038LIVE,202401-202414 - 20240101 - 20240331 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3038,130 - Finished - Evaluated,2 for $5,GiantEagle,41136105,2024-04-04,2024-04-17
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002853LIVE,"202414-202416 - 20240405 - 20240418 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2853, RR/LGW 2/$5 $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBMidAtlantic,41136072,2024-04-05,2024-05-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002854LIVE,"202423-202425 - 20240607 - 20240620 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2854, RR/LGW 2/$5 $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBMidAtlantic,41136072,2024-04-05,2024-06-20
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000003265LIVE,"202416-202417 - 20240417 - 20240423 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3265, Ben's RTH April Feature",130 - Finished - Evaluated,2 for $5,ALBSoCal,41136078,2024-04-17,2024-04-23
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002612LIVE,"202414-202415 - 20240401 - 20240413 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2612, 2024  4-18 to 4-24 Publix RR/FG 2/$5 AD",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-04-18,2024-04-24
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000003000LIVE,"202419 - 20240428 - 20240511 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3000, April/May Premium Bundle UAD + Display",130 - Finished - Evaluated,2 for $5,Meijer,41135846,2024-04-28,2024-05-11
YES,2024-05-11,2024-05-04,SOC RTH 8.5-8.8Z,MEIJER (PG),Temp Price Reduction,2410200000003000LIVE,"202419 - 20240428 - 20240511 - MEIJER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3000, April/May Premium Bundle UAD + Display",130 - Finished - Evaluated,2 for $5,Meijer,41135846,2024-04-28,2024-05-11
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000002859LIVE,"202417-202419 - 20240424 - 20240507 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2859, RR/LGW $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBJewel,41136073,2024-05-01,2024-05-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002865LIVE,"202417-202418 - 20240427 - 20240502 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2865, RR/LGW 2/$5 $0.15 scan",130 - Finished - Evaluated,2 for $5,ALBShaws,41136075,2024-05-03,2024-05-09
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,Kroger,41135845,2024-05-15,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,KrogerFredMeyer,41135845,2024-05-15,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,KrogerFrys,41135845,2024-05-15,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,KrogerKingSoopers,41135845,2024-05-15,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,KrogerRalphs,41135845,2024-05-15,2024-06-25
YES,2025-02-08,2025-01-04,SOC RTH 8.5-8.8Z,KROGER (PG),Temp Price Reduction,2410200000003113LIVE,"202421-202425 - 20240522 - 20240618 - KROGER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4 - 3113, 24 SOC RTH KP5w1-4 2/$6 + 5x Digital KP5w3-4",130 - Finished - Evaluated,2 for $5,KrogerSmiths,41135845,2024-05-15,2024-06-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002614LIVE,"202420-202421 - 20240516 - 20240523 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2614, 2024 5-16 to 5-22 Publix RR/FG $2/5 AD",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-05-16,2024-05-22
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000002811LIVE,"202424-202426 - 20240612 - 20240625 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2811, Ben's RTH/LGW/Risotto/Ben's 10 June Feature",130 - Finished - Evaluated,2 for $5,ALBSeattle,41136067,2024-06-05,2024-06-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000002860LIVE,"202423-202425 - 20240605 - 20240618 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2860, RR/LGW $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBJewel,41136073,2024-06-05,2024-06-18
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002866LIVE,"202423-202424 - 20240607 - 20240613 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2866, RR/LGW 2/$5 $0.15 scan",130 - Finished - Evaluated,2 for $5,ALBShaws,41136075,2024-06-07,2024-06-13
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000002795LIVE,"202424-202426 - 20240612 - 20240625 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2795, Ben's RTH/LGW June Feature",130 - Finished - Evaluated,2 for $5,ALBDenver,41136068,2024-06-12,2024-06-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY INTERMOUNTAIN (PG),Temp Price Reduction,2410200000002818LIVE,"202424-202426 - 20240612 - 20240625 - ALB - SFWY INTERMOUNTAIN (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2818, Ben's RTH/LGW/Risotto/Ben's 10 June Feature",130 - Finished - Evaluated,2 for $5,ALBIntermountain,41136077,2024-06-12,2024-06-25
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHWEST (PG),Temp Price Reduction,2410200000003373LIVE,"202424-202425 - 20240612 - 20240618 - ALB - SFWY SOUTHWEST (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3373, Ben's RTH June AD",130 - Finished - Evaluated,2 for $5,ALBSouthWest,41136080,2024-06-12,2024-06-18
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002615LIVE,"202423-202424 - 20240606 - 20240612 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2615, 2024 6-20 to 6-26 Publix RR/FG AD",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-06-20,2024-06-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002840LIVE,"202423-202426 - 20240603 - 20240629 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2840, S&S Bens RTH - June Promo.  Wk 26",130 - Finished - Evaluated,2 for $5,GiantFood,41137437,2024-06-24,2024-07-01
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002840LIVE,"202423-202426 - 20240603 - 20240629 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2840, S&S Bens RTH - June Promo.  Wk 26",130 - Finished - Evaluated,2 for $5,GiantMartins,41137437,2024-06-24,2024-07-01
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002840LIVE,"202423-202426 - 20240603 - 20240629 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2840, S&S Bens RTH - June Promo.  Wk 26",130 - Finished - Evaluated,2 for $5,StopShop,41137437,2024-06-24,2024-07-01
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN CAL (PG),Temp Price Reduction,2410200000003375LIVE,"202427-202431 - 20240703 - 20240730 - ALB - SFWY SOUTHERN CAL (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 3375, Ben's July Digital Offer",130 - Finished - Evaluated,2 for $5,ALBSoCal,41136078,2024-07-03,2024-07-30
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,GIANT EAGLE (PG),Temp Price Reduction,2410200000003039LIVE,202432-202444 - 20240728 - 20241030 - GIANT EAGLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3039,130 - Finished - Evaluated,2 for $5,GiantEagle,41136105,2024-07-18,2024-10-09
YES,2025-03-01,2025-01-25,BEN TEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002623LIVE,"202432-202433 - 20240808 - 20240814 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2623, 8-22 to 8-28 SOC 2/$6",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-07-27,2024-08-23
YES,2024-08-24,2024-07-27,SOC RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002623LIVE,"202432-202433 - 20240808 - 20240814 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2623, 8-22 to 8-28 SOC 2/$6",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-07-27,2024-08-23
YES,2024-09-07,2024-08-17,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002881LIVE,"202431-202433 - 20240729 - 20240817 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2881, Giant Foods wk 32 promo  Bens RTH 2/$5",130 - Finished - Evaluated,2 for $5,GiantFood,41137437,2024-08-05,2024-08-11
YES,2024-09-07,2024-08-17,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002881LIVE,"202431-202433 - 20240729 - 20240817 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2881, Giant Foods wk 32 promo  Bens RTH 2/$5",130 - Finished - Evaluated,2 for $5,GiantMartins,41137437,2024-08-05,2024-08-11
YES,2024-09-07,2024-08-17,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002881LIVE,"202431-202433 - 20240729 - 20240817 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2881, Giant Foods wk 32 promo  Bens RTH 2/$5",130 - Finished - Evaluated,2 for $5,StopShop,41137437,2024-08-05,2024-08-11
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002616LIVE,"202430-202431 - 20240725 - 20240731 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2616, 2024 8-8 to 8-14 Publix RR/FG AD",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-08-08,2024-08-14
YES,2024-09-14,2024-08-24,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002841LIVE,"202432-202434 - 20240805 - 20240824 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2841, S&S Bens RTH - Aug Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,GiantFood,41137437,2024-08-12,2024-08-18
YES,2024-09-14,2024-08-24,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002841LIVE,"202432-202434 - 20240805 - 20240824 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2841, S&S Bens RTH - Aug Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,GiantMartins,41137437,2024-08-12,2024-08-18
YES,2024-09-14,2024-08-24,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002841LIVE,"202432-202434 - 20240805 - 20240824 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2841, S&S Bens RTH - Aug Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,StopShop,41137437,2024-08-12,2024-08-18
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY DENVER (PG),Temp Price Reduction,2410200000002794LIVE,"202436-202440 - 20240904 - 20241001 - ALB - SFWY DENVER (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2794, Ben's RTH/LGW September Big Book",130 - Finished - Evaluated,2 for $5,ALBDenver,41136068,2024-08-26,2024-09-29
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002882LIVE,"202435-202443 - 20240826 - 20241026 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2882, Giant Foods 2H Fall Promo Bens RTH Bargain Aisle",130 - Finished - Evaluated,2 for $5,GiantFood,41137437,2024-08-26,2024-10-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002882LIVE,"202435-202443 - 20240826 - 20241026 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2882, Giant Foods 2H Fall Promo Bens RTH Bargain Aisle",130 - Finished - Evaluated,2 for $5,GiantMartins,41137437,2024-08-26,2024-10-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002882LIVE,"202435-202443 - 20240826 - 20241026 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2882, Giant Foods 2H Fall Promo Bens RTH Bargain Aisle",130 - Finished - Evaluated,2 for $5,StopShop,41137437,2024-08-26,2024-10-26
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SOUTHERN (PG),Temp Price Reduction,2410200000002873LIVE,"202436-202438 - 20240904 - 20240917 - ALB - SFWY SOUTHERN (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2873, RR/LGW $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBSouthern,41136074,2024-09-04,2024-11-19
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003369LIVE,"202433-202436 - 20240812 - 20240907 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3369, Bens-Tasty Bite Partnership Program: Aug 2024",130 - Finished - Evaluated,2 for $5,FoodLion,41135851,2024-09-08,2024-09-21
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,DELHAIZE (PG),Temp Price Reduction,2410200000003369LIVE,"202433-202436 - 20240812 - 20240907 - DELHAIZE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 3369, Bens-Tasty Bite Partnership Program: Aug 2024",130 - Finished - Evaluated,2 for $5,Hannaford,41135851,2024-09-08,2024-09-21
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002842LIVE,"202437-202439 - 20240909 - 20240928 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2842, S&S Bens RTH - Sept Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,GiantFood,41137437,2024-09-09,2024-09-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002842LIVE,"202437-202439 - 20240909 - 20240928 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2842, S&S Bens RTH - Sept Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,GiantMartins,41137437,2024-09-09,2024-09-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,AHOLD (PG),Temp Price Reduction,2410200000002842LIVE,"202437-202439 - 20240909 - 20240928 - AHOLD (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2842, S&S Bens RTH - Sept Promo @ 2/$5",130 - Finished - Evaluated,2 for $5,StopShop,41137437,2024-09-09,2024-09-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY JEWEL (PG),Temp Price Reduction,2410200000002861LIVE,"202436-202438 - 20240904 - 20240917 - ALB - SFWY JEWEL (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - 2861, RR/LGW $0.50scan",130 - Finished - Evaluated,2 for $5,ALBJewel,41136073,2024-09-11,2024-09-24
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002867LIVE,"202435-202437 - 20240830 - 20240912 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2867, RR/LGW 2/$5 $0.15 scan",130 - Finished - Evaluated,2 for $5,ALBShaws,41136075,2024-09-13,2024-09-19
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,PUBLIX (PG),Temp Price Reduction,2410200000002619LIVE,"202438-202440 - 20240919 - 20241003 - PUBLIX (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2619, 2024 10/3 to 10/9 Publix RR/FG AD 2/$5",130 - Finished - Evaluated,2 for $5,Publix,41135850,2024-10-03,2024-10-09
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002856LIVE,"202444-202446 - 20241101 - 20241114 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2856, RR/LGW 2/$5 $0.5 scan",130 - Finished - Evaluated,2 for $5,ALBMidAtlantic,41136072,2024-10-04,2024-11-14
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SHAWS (PG),Temp Price Reduction,2410200000002868LIVE,"202444-202445 - 20241101 - 20241107 - ALB - SFWY SHAWS (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2868, RR/LGW 2/$5 $0.15 scan",130 - Finished - Evaluated,2 for $5,ALBShaws,41136075,2024-10-04,2024-11-28
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY SEATTLE (PG),Temp Price Reduction,2410200000002812LIVE,"202445-202446 - 20241106 - 20241112 - ALB - SFWY SEATTLE (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2812, Ben's RTH/LGW/Risotto/Ben's 10 November Feature",130 - Finished - Evaluated,2 for $5,ALBSeattle,41136067,2024-10-06,2024-11-19
YES,2025-02-22,2025-01-18,BEN RTH 8.5-8.8Z,ALB - SFWY MID-ATLANTIC (PG),Temp Price Reduction,2410200000002857LIVE,"202449-202451 - 20241206 - 20241219 - ALB - SFWY MID-ATLANTIC (PG) - Temp Price Reduction - Trade Promotion - 2 for $5 - Requires Re-Approval - 2857, RR/LGW 2/$5 $0.25 scan",130 - Finished - Evaluated,2 for $5,ALBMidAtlantic,41136072,2024-11-01,2024-12-19
